request_id,user_id,decision,safe_amount,requested_amount,currency,payment_method,payment_option_id,payment_plan,earliest_safe_date,spending_changes,reasons,warnings,confidence
request_36,user_36,not_affordable,1446.6,3954.0,USD,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in streaming.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_37,user_37,not_affordable,12068800.0,14649000.0,IDR,,,,,['Consider reducing spending in streaming.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_38,user_38,not_affordable,379.4,971.3,EUR,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in cloud_storage.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_39,user_39,not_affordable,203105.0,208600.0,INR,,,,,['Consider reducing spending in streaming.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_40,user_40,not_affordable,894.0,1290.3,EUR,,,,,['Consider reducing spending in dining.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_41,user_41,not_affordable,24809250.0,38760000.0,IDR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in streaming.', 'Consider reducing spending in shopping.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_42,user_42,affordable_now,52100.0,52100.0,INR,,,,2026-01-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_43,user_43,not_affordable,15242750.0,43339000.0,IDR,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in music_subscription.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_44,user_44,not_affordable,74560.0,95800.0,INR,,,,,['Consider reducing spending in dining.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_45,user_45,not_affordable,8833100.0,21983000.0,IDR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in streaming.', 'Consider stopping non-essential spending in streaming.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_46,user_46,affordable_now,49450.0,49450.0,INR,,,,2024-12-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_47,user_47,affordable_now,38114000.0,38114000.0,IDR,,,,2025-05-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_48,user_48,affordable_now,45700.0,45700.0,INR,,,,2026-07-25,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_49,user_49,not_affordable,20228793.340000004,34333000.0,IDR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in gym.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_50,user_50,affordable_now,43900.0,43900.0,INR,,,,2025-08-06,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_51,user_51,affordable_now,2191000.0,2191000.0,IDR,,,,2026-01-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_52,user_52,affordable_now,28870.0,28870.0,INR,,,,2024-06-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_53,user_53,not_affordable,1423.42,1699.2,USD,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in delivery_membership.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_54,user_54,not_affordable,16581.4,121528.0,ZAR,,,,,['Consider stopping non-essential spending in streaming.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_55,user_55,not_affordable,176241.19,218600.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in shopping.', 'Consider stopping non-essential spending in streaming.', 'Consider stopping non-essential spending in cloud_storage.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_56,user_56,affordable_now,881.56,881.56,USD,,,,2025-02-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_57,user_57,not_affordable,21214.6,61446.0,ZAR,,,,,"['Consider reducing spending in shopping.', 'Consider stopping non-essential spending in streaming.', 'Consider stopping non-essential spending in cloud_storage.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_58,user_58,affordable_now,16226000.0,16226000.0,IDR,,,,2024-12-07,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_59,user_59,affordable_now,140600.0,140600.0,INR,,,,2025-05-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_60,user_60,affordable_now,199.89,199.89,USD,,,,2026-01-06,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_61,user_61,affordable_now,29062.0,29062.0,ZAR,,,,2024-03-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_62,user_62,affordable_now,404.23,404.23,USD,,,,2025-08-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_63,user_63,not_affordable,98295.0,343900.0,INR,,,,,"['Consider reducing spending in shopping.', 'Consider stopping non-essential spending in streaming.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_64,user_64,not_affordable,60233.009999999995,63700.0,INR,,,,,"['Consider reducing spending in streaming.', 'Consider reducing spending in entertainment.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_65,user_65,not_affordable,13024.0,54340.0,ZAR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in entertainment.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_66,user_66,affordable_now,22200.0,22200.0,INR,,,,2026-04-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_67,user_67,affordable_later,2094.0,2094.0,USD,,,,2024-09-15,[],"['The purchase is not safely affordable under the current cash position.', 'Waiting until the identified future date provides a safer cash position.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_68,user_68,affordable_now,2091.6,2091.6,USD,,,,2025-02-07,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_69,user_69,affordable_now,529.1,529.1,EUR,,,,2026-01-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_70,user_70,not_affordable,93360.0,243900.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in music_subscription.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_71,user_71,not_affordable,7485050.0,21451000.0,IDR,,,,,"['Consider stopping non-essential spending in streaming.', 'Consider stopping non-essential spending in cloud_storage.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_72,user_72,affordable_now,11330.0,11330.0,ZAR,,,,2026-07-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_73,user_73,affordable_now,71400.0,71400.0,INR,,,,2023-01-20,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_74,user_74,affordable_now,5010.0,5010.0,ZAR,,,,2025-08-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_75,user_75,affordable_now,28270.0,28270.0,ZAR,,,,2026-04-06,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_76,user_76,not_affordable,1538.8000000000002,4455.6,USD,,,,,"['Consider reducing spending in gym.', 'Consider stopping non-essential spending in music_subscription.', 'Consider stopping non-essential spending in delivery_membership.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_77,user_77,affordable_now,60700.0,60700.0,INR,,,,2025-11-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_78,user_78,affordable_now,50200.0,50200.0,INR,,,,2025-10-02,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_79,user_79,affordable_later,2151.6,2151.6,EUR,,,,2024-09-15,[],"['The purchase is not safely affordable under the current cash position.', 'Waiting until the identified future date provides a safer cash position.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_80,user_80,not_affordable,158825.0,217500.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in music_subscription.', 'Consider stopping non-essential spending in delivery_membership.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_81,user_81,affordable_now,2076.0,2076.0,USD,,,,2026-07-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_82,user_82,not_affordable,1102.4,1405.2,USD,,,,,[],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_83,user_83,not_affordable,31130.0,156200.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in entertainment.', 'Consider stopping non-essential spending in cloud_storage.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_84,user_84,not_affordable,56565.0,95400.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in shopping.', 'Consider stopping non-essential spending in streaming.', 'Consider stopping non-essential spending in cloud_storage.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_85,user_85,not_affordable,2422120.0,19304000.0,IDR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in entertainment.', 'Consider stopping non-essential spending in gym.', 'Consider stopping non-essential spending in music_subscription.', 'Consider stopping non-essential spending in delivery_membership.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_86,user_86,affordable_now,46300.0,46300.0,INR,,,,2025-08-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_87,user_87,not_affordable,92850.0,487900.0,INR,,,,,['Consider reducing spending in shopping.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_88,user_88,not_affordable,15557.89,26092.0,ZAR,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in music_subscription.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_89,user_89,affordable_now,13756000.0,13756000.0,IDR,,,,2025-11-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_90,user_90,affordable_now,2560.0,2560.0,ZAR,,,,2026-07-06,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_91,user_91,affordable_now,1927.2,1927.2,EUR,,,,2024-09-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_92,user_92,affordable_now,34034.0,34034.0,ZAR,,,,2025-02-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_93,user_93,affordable_now,1729.2,1729.2,USD,,,,2026-04-07,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_94,user_94,affordable_now,572.0,572.0,EUR,,,,2024-12-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_95,user_95,not_affordable,137865.0,553000.0,INR,,,,,['Consider reducing spending in shopping.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_96,user_96,affordable_now,90200.0,90200.0,INR,,,,2026-01-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_97,user_97,affordable_later,23496.0,23496.0,ZAR,,,,2024-03-15,[],"['The purchase is not safely affordable under the current cash position.', 'Waiting until the identified future date provides a safer cash position.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_98,user_98,not_affordable,17244.699999999997,27148.0,ZAR,,,,,"['Consider reducing spending in streaming.', 'Consider reducing spending in entertainment.', 'Consider stopping non-essential spending in streaming.', 'Consider stopping non-essential spending in cloud_storage.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_99,user_99,affordable_now,18062.0,18062.0,ZAR,,,,2026-07-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_100,user_100,affordable_later,37114.0,37114.0,ZAR,,,,2024-06-15,[],"['The purchase is not safely affordable under the current cash position.', 'Waiting until the identified future date provides a safer cash position.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_101,user_101,affordable_now,143500.0,143500.0,INR,,,,2025-11-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_102,user_102,affordable_now,1716.0,1716.0,EUR,,,,2026-04-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_103,user_103,not_affordable,43249.0,368300.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in gym.', 'Consider reducing spending in entertainment.', 'Consider stopping non-essential spending in music_subscription.', 'Consider stopping non-essential spending in delivery_membership.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_104,user_104,affordable_now,17204.0,17204.0,ZAR,,,,2025-02-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_105,user_105,affordable_now,53500.0,53500.0,INR,,,,2026-06-08,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_106,user_106,not_affordable,1401.6999999999998,2207.7,EUR,,,,,['Consider reducing spending in dining.'],"['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_107,user_107,affordable_now,2534.4,2534.4,EUR,,,,2025-05-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_108,user_108,not_affordable,7836.4000000000015,55308.0,ZAR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in streaming.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_109,user_109,affordable_later,1863.4,1863.4,EUR,,,,2024-03-15,[],"['The purchase is not safely affordable under the current cash position.', 'Waiting until the identified future date provides a safer cash position.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_110,user_110,affordable_now,22352.0,22352.0,ZAR,,,,2025-08-06,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_111,user_111,affordable_now,16625000.0,16625000.0,IDR,,,,2026-04-03,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_112,user_112,affordable_now,271.7,271.7,EUR,,,,2024-06-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_113,user_113,affordable_now,36500.0,36500.0,INR,,,,2026-09-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.85
request_114,user_114,affordable_now,65300.0,65300.0,INR,,,,2026-01-04,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_115,user_115,not_affordable,27135.0,80500.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in music_subscription.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_116,user_116,not_affordable,58075.0,241200.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider stopping non-essential spending in delivery_membership.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_117,user_117,affordable_now,880.0,880.0,EUR,,,,2026-07-05,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_118,user_118,affordable_now,738.1,738.1,EUR,,,,2024-12-07,[],"['The requested purchase fits within the current available balance.', 'The purchase preserves the required minimum financial reserve.', ""The 90-day forecast remains above the user's safety floor.""]",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
request_119,user_119,not_affordable,130901.01000000001,203500.0,INR,,,,,"['Consider reducing spending in dining.', 'Consider reducing spending in entertainment.']","['The requested amount cannot be safely supported by the current financial position.', 'Available payment plans do not provide a safe solution.']",['No supplied payment option is both user-accepted and safe under the 90-day cash-flow forecast.'],0.95
